short_name,long_name,overall,value_eur,wage_eur,player_positions,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
J. Dinenno,Juan Dinenno,73,5500000,3000,ATTACKER,44,77,79,60,67,62,56,60,48,70,64,70,57,66,44,76,77,72,86,64,46,21,76,59,68,66,25,15,21,16,7,15,8,8
G. Silva,Gastón Silva,73,4800000,15000,DEFENDER,76,45,69,68,33,64,74,72,68,69,68,67,68,67,60,69,63,73,74,58,66,72,53,55,58,71,71,78,74,7,7,13,12,10
M. Ilaimaharitra,Marco Ilaimaharitra,73,4900000,10000,MIDFIELDER,65,37,58,73,46,66,61,70,71,71,70,70,68,69,75,73,71,84,71,66,76,73,48,66,49,68,69,72,69,9,15,14,10,8
S. Ingason,Sverrir Ingi Ingason,73,4800000,1000,DEFENDER,45,43,66,56,30,47,48,46,57,60,63,59,58,73,58,61,80,68,77,60,73,74,54,49,50,70,76,75,76,13,9,10,9,9
J. Rinne,Jacob Rinne,73,3900000,10000,GOALKEEPER,15,15,16,22,14,16,17,15,24,20,46,47,47,69,33,55,57,28,63,15,27,15,14,68,26,66,23,14,16,73,68,73,71,75
O. Tufan,Ozan Tufan,73,4900000,35000,MIDFIELDER,62,55,62,73,55,72,67,65,72,73,72,70,76,70,69,78,69,74,72,73,79,74,74,67,53,76,70,72,71,6,14,8,7,15
D. Toköz,Dorukhan Toköz,73,4900000,35000,MIDFIELDER,58,62,62,76,59,72,61,42,70,68,74,69,69,69,70,77,66,68,74,65,75,75,63,60,50,70,73,72,77,8,10,10,15,12
T. Parker,Tim Parker,73,4700000,7000,DEFENDER,26,35,72,67,28,42,21,26,68,64,68,76,69,67,59,33,83,78,85,21,80,69,28,35,37,58,72,70,67,6,13,14,9,9
A. Zambo Anguissa,André-Franck Zambo Anguissa,73,4900000,18000,MIDFIELDER,58,42,73,73,50,72,59,46,65,68,69,69,59,69,71,73,66,81,82,54,82,74,63,72,62,75,61,75,66,11,11,9,8,11
B. Ramselaar,Bart Ramselaar,73,5500000,12000,MIDFIELDER,63,62,56,75,64,73,66,57,68,75,83,82,77,74,74,66,52,78,64,64,67,60,72,69,58,70,63,52,48,7,10,15,12,12
T. Ouwejan,Thomas Ouwejan,73,4700000,7000,DEFENDER,67,46,63,74,48,72,59,65,69,70,72,74,71,69,72,60,66,83,70,59,70,71,60,67,40,70,70,74,72,7,12,13,7,12
J. Mišić,Josip Mišić,73,5000000,1000,MIDFIELDER,50,62,58,76,66,74,68,77,75,76,65,67,69,72,65,72,74,65,75,72,63,66,67,74,64,74,63,65,51,7,13,8,12,5
A. Soto,Alexis Soto,73,4700000,15000,DEFENDER,72,33,44,69,37,75,71,60,44,70,73,76,71,65,66,44,73,86,63,34,75,70,41,55,38,61,72,73,74,12,5,6,7,14
Marc Navarro,Marc Navarro Ceciliano,73,4700000,18000,DEFENDER,75,53,76,75,32,60,62,51,65,74,61,65,61,69,58,71,37,65,68,57,59,73,63,60,35,60,73,75,74,9,12,11,6,8
Carlos Ponck,Carlos dos Santos Rodrigues,73,4800000,22000,DEFENDER,44,35,71,59,33,59,41,45,54,61,62,64,56,68,58,70,92,77,77,46,84,68,45,45,49,65,73,74,72,13,12,9,11,10
P. Aquino,Pedro Aquino,73,4900000,18000,MIDFIELDER,53,62,58,75,22,60,49,58,74,74,77,77,78,68,76,65,57,81,68,52,79,72,59,66,64,68,74,68,67,13,7,5,8,15
R. Koch,Robin Koch,73,4900000,15000,MIDFIELDER,40,27,76,75,29,56,31,28,69,70,53,65,55,70,49,56,53,74,77,42,68,73,53,65,38,71,69,74,69,9,6,15,8,6
Yuri Ribeiro,Yuri Oliveira Ribeiro,73,4700000,26000,DEFENDER,75,46,67,73,53,72,67,50,65,73,74,75,77,73,78,66,75,71,64,46,65,73,70,68,41,73,71,71,70,12,12,13,8,12
Marcão,Amaral Alves Marcos Vinicius,73,5500000,13000,ATTACKER,34,75,73,61,62,65,67,28,24,70,69,65,56,68,46,75,75,75,88,63,67,15,74,40,62,70,35,15,24,5,7,7,8,5
Wilson Manafá,Wilson Miguéis Manafá Jancó,73,4700000,9000,DEFENDER,72,61,56,72,57,76,70,48,54,73,83,81,85,75,80,66,63,83,55,54,72,64,69,64,47,71,65,68,71,6,6,7,11,10
R. Yaremchuk,Roman Yaremchuk,73,5500000,17000,ATTACKER,69,70,75,71,66,69,45,45,59,72,70,77,66,68,61,73,75,75,72,68,68,39,73,69,63,62,38,48,34,14,15,13,7,13
N. Radonjić,Nemanja Radonjić,73,5500000,25000,ATTACKER,74,62,49,73,74,74,58,54,66,72,86,75,81,73,64,76,45,66,57,72,43,22,67,73,57,76,31,26,23,7,9,14,13,6
Ignasi Miquel,Ignasi Miquel i Pons,73,4600000,8000,DEFENDER,49,18,72,69,26,55,27,24,58,69,58,62,57,70,33,57,58,64,76,21,75,74,26,54,43,62,72,73,72,11,7,6,6,9
J. Bryan,Joe  Bryan,73,4500000,29000,DEFENDER,67,61,68,67,45,71,67,60,63,68,78,77,79,69,85,70,91,84,68,67,63,71,68,63,61,64,66,74,73,13,14,14,9,14
H. Van Crombrugge,Hendrik Van Crombrugge,73,3800000,12000,GOALKEEPER,12,11,11,39,16,12,16,13,38,22,37,37,45,65,43,54,67,32,67,13,34,14,11,39,26,50,16,17,11,78,71,72,70,73
D. Roef,Davy Roef,73,3800000,11000,GOALKEEPER,11,14,11,48,14,18,11,19,46,25,53,48,45,69,49,49,65,37,73,12,28,12,11,41,30,46,12,11,18,76,71,65,70,76
B. Samba,Brice Samba,73,3800000,24000,GOALKEEPER,10,9,15,31,13,12,14,13,21,22,49,60,39,68,54,52,57,37,70,10,26,18,11,14,15,53,12,14,12,75,69,69,68,79
Insua,Pablo Insua Blanco,73,4600000,20000,DEFENDER,37,36,72,71,34,44,42,23,62,65,51,54,53,67,63,43,73,52,74,29,69,72,41,52,32,55,74,74,74,9,6,7,13,14
J. Uronen,Jere Uronen,73,4600000,11000,DEFENDER,72,47,56,70,54,68,73,67,67,66,73,77,72,69,73,75,72,90,70,65,71,71,52,62,48,68,72,74,71,7,10,8,10,8
B. Djimsiti,Berat  Djimsiti,73,4600000,34000,DEFENDER,53,36,77,68,32,34,42,30,66,65,34,32,44,71,51,52,33,72,84,30,78,70,55,56,38,69,72,74,71,10,6,13,10,10
Diego Lopes,Diego Hipólito da Silva Lopes,73,5000000,8000,MIDFIELDER,64,65,55,72,59,76,68,61,68,75,71,71,80,73,84,72,49,69,35,64,71,42,68,73,67,67,36,53,51,16,11,7,15,11
T. Murg,Thomas Murg,73,5000000,14000,MIDFIELDER,67,70,34,68,65,72,78,72,63,75,86,81,86,75,87,67,90,73,65,66,42,38,67,68,60,64,40,44,38,14,12,12,14,6
C. Paterson,Callum Paterson,73,5500000,22000,ATTACKER,70,69,79,67,68,67,48,32,66,69,72,76,66,77,59,72,93,89,85,63,85,66,73,71,46,58,67,69,68,7,10,12,16,11
Frederico Venâncio,Frederico André Ferrão Venâncio,73,4600000,8000,DEFENDER,34,30,75,65,32,46,30,28,56,63,64,61,56,66,55,53,83,48,77,22,68,72,25,49,40,74,73,72,70,13,10,11,8,15
Samir,Samir Caetano de Souza Santos,73,4700000,11000,DEFENDER,63,24,68,62,28,58,29,30,58,62,63,64,50,66,36,60,59,67,74,26,78,74,30,47,44,65,73,76,74,11,11,14,11,14
P. Arriola,Paul Joseph Arriola Hendricks,73,5000000,6000,ATTACKER,66,67,46,68,61,74,72,47,63,70,82,82,79,68,79,71,75,86,56,64,77,51,72,70,66,67,60,64,57,16,10,9,13,14
E. Crivelli,Enzo Crivelli,73,5500000,27000,ATTACKER,49,74,78,73,65,65,59,49,59,74,44,53,60,73,41,78,76,77,86,64,87,25,78,64,62,68,24,26,23,6,12,13,15,9
M. Sobottka,Marcel Sobottka,73,4700000,20000,MIDFIELDER,59,58,66,71,46,65,46,44,70,70,66,66,66,72,65,60,68,86,75,56,72,71,56,59,45,72,73,72,71,11,13,13,7,14
D. Luckassen,Derrick Luckassen,73,4700000,11000,DEFENDER,55,48,76,70,32,65,67,70,69,69,74,78,69,65,70,81,82,78,79,67,75,65,57,62,46,63,70,71,70,9,10,9,7,6
W. Bou,Walter Ariel Bou,73,5000000,14000,ATTACKER,67,76,58,68,71,72,62,45,55,74,76,70,74,68,67,75,90,62,68,75,35,13,76,57,59,73,18,15,19,12,15,12,11,12
Hernani,Hernani Azevedo Júnior,73,4700000,28000,MIDFIELDER,53,63,66,73,59,73,63,78,73,73,68,67,65,71,53,77,62,68,69,76,76,73,69,67,72,69,71,74,69,9,13,13,11,7
Serginho,Sérgio Antônio Soler Oliveira Jr,73,5000000,9000,ATTACKER,65,76,65,76,66,72,73,71,70,73,63,69,62,67,66,76,55,77,78,72,54,34,72,73,70,71,32,50,53,14,8,14,6,6
G. Akkan,Gökhan Akkan,73,3900000,8000,GOALKEEPER,15,15,13,29,12,15,12,18,26,5,48,48,49,70,59,51,58,35,69,14,20,25,13,34,21,54,12,15,19,71,68,68,70,82
J. Góralski,Jacek Góralski,73,0,0,MIDFIELDER,51,42,55,70,47,61,46,46,71,68,70,73,84,64,81,50,62,86,73,46,90,77,62,65,43,75,66,70,71,11,14,7,10,5
M. Mohammadi,Milad Mohammadi,73,4500000,15000,DEFENDER,72,48,55,63,55,74,59,50,57,71,86,89,79,70,74,57,51,79,68,60,65,71,66,65,61,62,72,69,68,12,10,13,6,13
V. Jovanović,Vukašin Jovanović,73,4700000,19000,DEFENDER,57,47,72,69,50,62,33,40,60,67,50,43,52,72,50,55,73,70,75,30,76,74,48,56,53,67,72,75,71,10,14,6,10,5
M. Mitrović,Matej Mitrović,73,4600000,16000,DEFENDER,56,44,76,66,42,59,39,37,68,64,51,44,51,68,39,68,47,71,82,48,76,70,44,44,60,63,73,76,71,13,9,10,7,9
Vesga,Mikel Vesga Arruti,73,4900000,18000,MIDFIELDER,56,56,70,75,40,64,60,28,77,76,39,39,50,72,37,77,57,73,80,61,67,72,58,75,57,68,64,74,70,12,11,16,6,13
Marc Muniesa,Marc Muniesa Martínez,73,4300000,8000,DEFENDER,67,42,69,70,32,63,66,40,56,71,38,57,62,69,66,46,88,70,68,37,77,76,61,61,50,74,70,72,73,14,12,16,15,10
M. Heča,Milan Heča,73,3600000,1000,GOALKEEPER,25,12,20,21,11,16,15,9,21,15,48,41,32,66,55,50,69,42,66,13,20,26,16,18,24,57,14,14,13,72,72,67,73,74
Y. Sanogo,Yaya Sanogo,73,5000000,25000,ATTACKER,49,73,74,73,68,67,52,48,56,75,64,64,57,68,37,74,75,66,79,65,46,36,73,59,65,70,31,21,19,16,13,8,15,11
Álex Fernández,Alejandro Fernández Iglesias,73,5000000,9000,MIDFIELDER,69,52,39,81,45,74,71,69,76,75,65,56,68,68,68,68,58,75,63,74,64,65,65,76,69,62,66,69,66,16,14,12,16,6
L. Moore,Liam Moore,73,4400000,17000,DEFENDER,58,24,71,64,34,62,37,24,64,66,67,75,59,71,64,55,81,76,81,32,77,71,37,60,20,71,71,70,74,8,9,7,8,10
A. Limbombe,Anthony Limbombe Ekango,73,5000000,13000,ATTACKER,81,67,36,70,70,77,79,69,60,75,81,85,86,68,83,78,79,67,57,72,61,48,68,52,46,70,61,57,52,13,13,6,12,8
L. Landre,Loïck Landre,73,4300000,17000,DEFENDER,35,26,72,72,22,48,33,24,61,59,53,60,55,68,71,58,78,62,74,34,80,74,50,49,46,66,71,72,67,15,11,12,12,12
J. Brabec,Jakub Brabec,73,4400000,1000,DEFENDER,54,42,69,67,51,59,39,29,69,69,56,60,61,68,52,67,54,61,79,56,74,74,52,58,49,70,72,74,74,10,12,6,16,7
Edgar Badía,Edgar Badía Guardiola,73,3500000,5000,GOALKEEPER,14,12,20,30,16,14,19,13,32,18,34,32,40,65,38,50,52,27,53,12,42,22,9,30,30,53,26,12,15,76,68,66,73,74
Patric,Patricio Gabarrón Gil,73,4400000,31000,DEFENDER,69,49,69,72,25,68,46,48,55,74,68,66,68,72,64,63,65,67,66,57,68,74,55,62,51,67,75,76,74,8,14,12,9,14
M. van der Hoorn,Mike van der Hoorn,73,4400000,21000,DEFENDER,41,42,80,63,26,45,33,31,62,54,34,42,32,62,38,73,83,72,85,31,64,70,40,37,40,62,76,76,70,7,11,15,10,15
A. Bakasetas,Anastasios Bakasetas,73,5000000,13000,MIDFIELDER,70,70,68,76,68,68,70,74,72,72,65,72,68,65,65,79,68,73,73,78,61,44,72,75,63,65,45,33,41,12,12,13,8,14
C. Jullien,Christopher Jullien,73,4400000,36000,DEFENDER,37,51,80,65,28,45,29,36,61,69,61,63,62,68,54,46,78,74,87,32,71,69,50,26,55,67,70,65,71,8,14,12,11,8
D. Moberg Karlsson,David Moberg Karlsson,73,5000000,1000,MIDFIELDER,73,69,48,65,55,76,66,75,55,74,83,90,76,69,72,70,70,70,59,68,49,21,71,64,49,68,38,24,23,10,14,8,8,10
R. Strebinger,Richard Strebinger,73,3600000,11000,GOALKEEPER,15,14,16,26,12,12,17,13,21,20,37,38,39,74,33,47,66,30,78,14,20,15,13,12,23,28,14,13,12,74,64,63,74,79
K. Wimmer,Kevin Wimmer,73,4400000,25000,DEFENDER,44,21,72,72,27,63,24,28,70,66,52,53,59,70,61,40,64,65,77,25,74,74,35,59,35,69,71,74,72,13,10,15,12,11
A. Hassan,Ahmed Hassan,73,5000000,13000,ATTACKER,30,74,76,63,74,70,66,44,46,71,58,58,53,71,39,80,49,51,87,67,79,31,74,59,79,76,20,23,25,15,14,8,14,11
I. Mbaye,Ibrahima Mbaye,73,4500000,19000,DEFENDER,72,35,66,70,50,68,68,55,64,69,66,73,70,70,65,69,53,74,65,56,75,71,60,50,49,68,72,74,74,15,7,6,10,9
A. Brignoli,Alberto Brignoli,73,3500000,4000,GOALKEEPER,17,20,30,36,19,12,17,19,42,23,31,33,22,66,32,56,58,34,42,11,12,11,11,38,22,53,20,21,20,72,72,75,73,73
C. Mbemba,Chancel Mbemba,73,4500000,9000,DEFENDER,55,52,71,63,37,63,29,28,64,64,67,72,68,64,63,79,89,46,77,42,77,71,52,43,31,68,68,75,74,9,14,16,7,7
O. Kayode,Olarenwaju Ayoba Kayode,73,5000000,14000,ATTACKER,52,75,67,64,63,70,55,48,58,73,86,87,88,70,82,69,73,75,67,62,73,24,73,53,65,58,32,38,33,8,11,11,13,12
K. Karaman,Kenan Karaman,73,5000000,22000,MIDFIELDER,69,75,68,72,60,78,45,28,62,75,70,70,74,70,66,74,78,69,68,70,64,22,72,64,56,57,24,24,18,6,12,13,8,15
A. Scholz,Alexander Scholz,73,4400000,17000,DEFENDER,48,47,70,69,57,64,32,35,64,66,65,64,55,65,64,58,62,75,79,52,74,73,58,64,33,75,71,72,73,14,6,10,11,7
Tiago Silva,Tiago Rafael Maia Silva,73,5000000,34000,MIDFIELDER,79,65,49,74,53,74,74,72,63,75,73,68,77,73,76,78,60,69,39,73,66,60,67,74,70,68,44,58,53,11,13,12,12,13
W. Zimmerman,Walker Zimmerman,73,4400000,7000,DEFENDER,39,52,78,67,49,42,33,38,66,63,53,63,45,70,43,57,78,76,84,40,82,72,48,37,56,67,72,69,63,13,14,8,10,9
D. Amartey,Daniel Amartey,73,4500000,42000,DEFENDER,64,46,70,77,68,69,44,32,65,71,66,67,63,69,64,73,79,67,79,59,81,74,47,58,51,69,74,79,73,13,13,13,8,15
A. Ruiz,Alan Ruiz,73,5000000,11000,ATTACKER,78,70,63,78,77,80,75,74,76,78,61,55,74,67,69,81,52,68,78,78,59,30,68,77,69,78,29,33,31,7,7,16,13,16
Y. Gordillo,Yeison Stiven Gordillo Vargas,73,4400000,4000,MIDFIELDER,43,32,53,73,33,57,42,36,65,69,68,53,70,72,73,63,68,93,67,60,80,72,64,61,44,65,73,71,66,7,8,16,11,8
A. Hunou,Adrien Hunou,73,5000000,32000,ATTACKER,66,74,63,73,69,76,68,62,64,77,75,75,78,70,74,72,64,75,65,67,69,56,74,69,67,70,36,58,56,8,7,13,8,8
César,César Henrique Martins,73,4400000,5000,DEFENDER,49,28,70,53,36,50,35,32,45,52,35,36,43,72,40,57,50,60,86,39,73,75,31,30,40,62,76,74,74,8,9,7,14,13
Lucas Evangelista,Lucas E. Santana de Oliveira,73,5000000,18000,MIDFIELDER,69,56,49,76,67,71,68,68,72,72,65,71,72,75,67,71,48,72,57,75,66,62,70,74,57,75,60,70,68,13,13,13,12,8
J. Añor,Juan Pablo Añor Acosta,73,5000000,9000,MIDFIELDER,75,69,52,74,60,75,69,77,72,75,66,69,75,64,73,75,59,68,50,73,42,38,73,72,66,68,44,45,39,8,6,12,14,6
S. Klaiber,Sean Klaiber,73,4500000,12000,DEFENDER,65,47,65,70,56,64,67,66,60,67,78,83,68,68,60,77,73,88,80,67,76,68,69,69,52,70,72,71,70,16,13,12,15,14
J. Agudelo,Jonathan Agudelo,73,5000000,2000,ATTACKER,56,74,70,66,66,73,66,38,47,70,84,82,84,71,67,66,66,82,65,65,55,43,77,67,70,70,32,34,37,13,12,14,14,15
A. Esiti,Anderson Esiti,73,4500000,1000,MIDFIELDER,37,33,70,69,35,53,41,34,64,61,63,53,38,68,41,71,46,81,88,51,83,77,48,56,55,68,73,76,71,10,10,9,14,13
Y. Cardinale,Yoan Cardinale,73,3700000,17000,GOALKEEPER,20,14,16,52,20,25,13,18,41,30,53,40,43,67,47,56,57,36,76,20,37,15,12,48,23,57,9,14,16,74,69,75,70,77
T. Leibold,Tim Leibold,73,4400000,11000,DEFENDER,73,55,54,72,42,74,72,60,62,69,86,84,85,71,85,64,78,78,65,54,75,70,69,65,59,67,72,70,70,15,10,14,13,7
Iago,Iago Azevedo dos Santos,73,4300000,9000,DEFENDER,47,23,70,57,30,47,35,30,46,58,52,41,57,72,47,45,74,64,84,23,76,68,38,36,45,57,74,77,75,14,12,6,7,11
B. Perlaza,Baldomero Perlaza Perlaza,73,4400000,5000,MIDFIELDER,51,43,75,68,41,65,38,35,65,68,48,54,53,76,55,66,57,90,89,44,72,74,68,65,48,74,75,72,63,15,12,15,15,15
M. Santos,Michael Santos,73,5000000,10000,ATTACKER,64,73,71,65,68,71,66,62,57,70,76,73,71,72,76,72,78,66,71,69,80,37,73,64,70,69,31,31,27,13,10,12,6,10
B. Lozano,Brian Lozano,73,5000000,17000,MIDFIELDER,68,66,51,75,65,78,68,69,65,75,82,86,83,54,81,75,74,79,42,65,65,32,65,62,55,68,39,38,34,6,10,14,10,11
Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,73,4900000,7000,MIDFIELDER,65,59,51,75,38,76,71,64,72,75,75,77,81,65,76,63,52,86,70,68,75,73,64,67,65,72,56,68,63,5,7,12,8,5
M. Moreno,Damián Marcelino Moreno,73,5000000,16000,ATTACKER,65,59,47,70,57,82,75,55,67,77,91,90,90,63,84,71,70,77,46,65,57,55,62,71,65,73,53,59,49,8,9,15,8,12
R. Glatzel,Robert Glatzel,73,5000000,24000,ATTACKER,39,76,73,56,72,63,50,31,34,72,66,80,53,73,41,75,63,64,82,60,49,24,73,48,68,64,20,17,25,10,11,14,13,9
M. Siopis,Manolis Siopis,73,4500000,11000,MIDFIELDER,61,50,55,70,28,60,41,58,67,66,72,77,69,67,82,66,67,86,65,58,80,72,48,59,59,66,75,77,76,6,15,7,10,5
J. Gressel,Julian Gressel,73,5000000,7000,MIDFIELDER,75,64,60,71,60,72,75,52,66,72,71,74,63,70,63,69,61,85,74,66,72,62,70,72,62,70,59,64,59,10,6,7,13,10
Y. Meriah,Yassine Meriah,73,4500000,1000,DEFENDER,31,34,68,67,46,57,25,32,68,62,72,75,65,68,58,68,76,62,70,63,73,74,38,46,66,67,74,76,70,6,6,12,5,14
G. Masouras,Giorgios Masouras,73,5000000,1000,MIDFIELDER,71,73,72,71,66,73,69,56,71,75,74,78,76,70,64,76,65,68,71,74,49,33,74,67,59,68,36,33,35,6,7,10,15,15
M. Hanousek,Matěj Hanousek,73,4300000,1000,DEFENDER,75,35,61,69,36,68,45,29,61,70,86,88,72,70,72,62,77,82,68,48,69,68,56,62,31,57,65,69,69,9,13,15,10,13
F. Gulbrandsen,Fredrik Gulbrandsen,73,4900000,31000,ATTACKER,58,72,54,70,67,73,68,53,52,73,89,87,87,71,81,76,84,87,75,67,73,43,73,43,52,63,39,29,19,15,6,9,7,15
M. Abeid,Mehdi Abeid,73,4300000,19000,MIDFIELDER,58,67,44,76,60,77,68,65,74,75,56,62,67,71,72,75,59,70,76,70,76,69,67,68,62,76,70,69,63,14,14,8,15,10
K. Darlow,Karl Darlow,73,3500000,24000,GOALKEEPER,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,48,67,44,58,11,13,26,18,36,19,53,15,11,12,75,70,64,71,76
M. Çağıran,Musa Çağıran,73,4300000,11000,MIDFIELDER,70,63,76,73,52,72,71,72,74,72,65,63,67,72,61,80,82,77,78,74,74,73,65,70,66,71,69,71,65,9,11,8,11,7
M. Kamiński,Marcin Kamiński,73,4200000,20000,DEFENDER,55,53,70,72,44,59,52,54,75,66,65,75,56,72,58,68,77,61,77,60,65,73,62,56,34,60,76,71,71,9,10,7,6,10
S. Skrzybski,Steven Skrzybski,73,4900000,26000,ATTACKER,67,74,58,71,73,75,71,59,52,74,85,72,77,73,76,74,79,77,55,72,58,35,74,64,68,63,32,28,21,11,15,10,9,11
M. Leitner,Moritz Leitner,73,4800000,36000,MIDFIELDER,72,59,38,76,71,72,77,69,73,77,73,65,79,69,77,70,63,72,48,75,64,64,66,74,48,67,56,67,54,15,12,14,7,14
B. Decordova-Reid,Bobby Decordova-Reid,73,4900000,37000,ATTACKER,67,73,63,71,69,74,61,62,64,74,81,78,87,75,86,67,72,83,60,72,46,56,76,71,70,66,50,55,54,8,12,13,8,10
T. Trybull,Tom Trybull,73,4300000,33000,MIDFIELDER,57,35,58,75,56,65,56,54,66,67,66,57,71,65,70,61,74,78,71,61,77,77,52,63,55,73,74,75,70,15,13,11,13,6
K. Frei,Kerim Frei Koyunlu,73,4900000,27000,MIDFIELDER,71,68,38,68,62,77,70,68,68,75,91,89,91,65,92,70,72,63,44,71,59,46,65,64,67,70,34,30,27,9,12,7,13,7
M. van Buren,Mick van Buren,73,4900000,1000,ATTACKER,63,71,75,61,69,74,60,61,50,75,84,82,70,67,70,64,82,68,71,64,70,20,78,60,59,73,30,22,26,12,9,12,11,13
M. Luongo,Massimo  Luongo,73,4300000,21000,MIDFIELDER,51,63,59,69,46,70,49,46,65,71,70,68,73,72,76,69,80,92,68,61,80,72,65,66,52,63,64,75,72,15,13,9,14,6
A. Pritchard,Alex  Pritchard,73,4800000,27000,MIDFIELDER,70,65,42,75,63,75,75,77,71,75,74,65,77,65,86,76,48,63,32,68,67,44,69,75,66,69,44,48,50,13,13,14,10,8
Y. Chibsah,Yussif Raman Chibsah,73,4800000,13000,MIDFIELDER,60,58,63,75,44,70,50,46,68,74,76,62,81,77,83,70,65,89,73,63,80,78,66,62,52,67,72,72,68,9,5,10,9,5
M. Ishak,Mikael Ishak,73,4900000,14000,ATTACKER,57,73,72,70,65,67,38,31,43,69,69,77,62,64,64,76,81,68,83,67,66,30,74,59,63,56,24,43,46,12,11,15,15,9
Y. Banana,Yaya Banana,73,0,0,DEFENDER,39,29,80,51,37,33,30,34,49,55,51,60,32,61,48,49,68,77,90,27,75,64,39,34,44,57,77,76,69,14,7,7,7,6
W. Vaulks,Will Vaulks,73,4400000,20000,MIDFIELDER,64,56,65,68,42,62,42,56,70,67,61,58,64,71,65,74,73,82,74,73,77,73,56,71,55,62,69,75,67,15,15,16,9,13
T. Lawrence,Tom Lawrence,73,4900000,22000,MIDFIELDER,72,69,56,70,56,74,62,75,65,73,76,72,77,67,69,74,60,73,58,77,66,22,71,72,65,70,48,35,33,10,7,13,13,7
Hwang Ui Jo,황의조 Ui Jo Hwang,73,4900000,27000,ATTACKER,53,73,71,64,66,73,67,63,57,70,80,81,77,70,64,73,72,78,71,66,62,41,71,55,66,58,20,39,32,9,15,10,7,6
C. Baeza,Claudio Andrés Baeza Baeza,73,4800000,11000,MIDFIELDER,67,66,67,73,48,71,50,68,73,73,71,70,71,69,80,71,73,81,72,69,68,71,67,70,61,68,62,69,68,16,15,12,13,9
J. Czerwiński,Jakub Czerwiński,73,4200000,7000,DEFENDER,30,23,68,62,44,26,33,24,58,54,56,63,63,67,65,57,78,86,82,22,77,74,35,30,33,64,73,75,70,7,7,9,14,13
M. Zaldivia,Matías Zaldivia,73,4000000,7000,DEFENDER,64,32,71,65,41,60,44,35,65,60,58,49,44,74,51,47,85,80,80,39,73,72,57,60,41,75,73,72,75,8,14,6,8,12
F. Avenatti,Felipe Nicolás Avenatti,73,4900000,15000,ATTACKER,43,74,83,75,67,71,65,70,75,74,53,50,51,69,48,69,52,73,83,66,72,46,74,71,62,72,40,38,33,9,8,7,7,8
P. Žulj,Peter Žulj,73,4800000,16000,MIDFIELDER,69,65,58,75,66,74,72,72,75,76,56,57,60,61,57,76,47,64,76,73,45,67,73,74,67,74,64,66,62,10,16,8,8,15
I. Chochev,Ivaylo Chochev,73,4800000,5000,MIDFIELDER,61,67,76,76,56,73,64,60,73,75,64,71,65,63,53,75,72,81,75,71,71,68,67,71,62,66,68,68,69,7,9,14,14,12
S. Gümüş,Sinan Gümüş,73,4900000,14000,MIDFIELDER,61,75,62,67,66,74,64,59,63,77,87,86,83,70,76,77,68,66,64,73,61,21,72,72,59,67,37,31,30,11,15,6,7,15
Pere Milla,Pere Milla Peña,73,4800000,7000,MIDFIELDER,72,75,56,72,62,78,65,58,60,73,78,75,78,68,68,76,51,72,64,70,45,32,72,69,62,57,40,30,28,10,10,14,14,14
Raillo,Antonio José Raillo Arenas,73,4200000,18000,DEFENDER,29,25,77,71,37,52,42,36,59,61,56,60,35,65,54,54,79,89,69,39,80,73,51,46,43,66,73,73,70,10,15,15,15,14
L. Freeman,Luke Anthony Freeman,73,4600000,27000,MIDFIELDER,75,66,44,71,61,76,76,69,67,71,76,75,85,65,78,68,75,72,54,70,58,63,68,76,62,64,40,60,52,7,12,11,11,8
F. Macheda,Federico Macheda,73,4700000,1000,ATTACKER,60,75,70,68,72,69,69,51,25,73,67,70,70,68,63,73,70,65,69,69,41,35,75,63,64,71,38,11,12,14,12,11,11,7
J. Fleck,John Fleck,73,4500000,27000,MIDFIELDER,73,59,44,72,67,74,73,69,73,73,77,67,79,72,84,73,79,82,66,67,81,71,62,75,64,75,69,67,67,7,8,7,13,6
K. Johnsson,Karl-Johan Johnsson,73,3200000,14000,GOALKEEPER,11,13,19,26,19,16,12,11,38,22,50,49,45,63,32,55,71,40,69,13,35,20,16,49,17,56,15,14,12,74,70,73,74,76
Tomeu Nadal,Bartolomé Nadal Mesquida,73,3100000,6000,GOALKEEPER,14,14,18,27,14,13,19,16,25,23,40,38,35,71,36,51,67,34,66,17,25,23,8,40,23,52,29,13,12,71,73,68,71,73
R. Yabo,Reinhold Yabo,73,4500000,14000,MIDFIELDER,54,59,55,73,70,75,42,53,72,76,81,76,79,71,81,61,73,87,73,57,64,65,66,72,61,74,64,63,60,15,16,15,16,9
Juanpe,Juan Pedro Ramírez López,73,3900000,9000,DEFENDER,35,35,73,74,13,40,28,35,60,68,42,62,32,70,32,48,71,72,84,27,76,72,32,54,37,67,65,72,71,11,8,11,8,13
